rate,actual_req_sec,corrected_avg,corrected_p50,corrected_p99,corrected_p99_9,uncorrected_avg,uncorrected_p50,uncorrected_p99,uncorrected_p99_9,success
1000,1007.89,1852.118,1503.0,14367.0,21647.0,1003.742,653.0,7499.0,21423.0,True
2000,2005.27,41543.787,3129.0,910335.0,1043455.0,3022.615,2249.0,8783.0,205439.0,True
3000,3004.33,45376.487,1686.0,936447.0,1064959.0,1718.792,760.0,6211.0,63647.0,True
4000,3997.02,30338.919,2989.0,844799.0,1036287.0,2664.505,2113.0,5459.0,209663.0,True
5000,5001.74,53294.847,1389.0,937983.0,1041919.0,1054.116,563.0,5007.0,57119.0,True
6000,5997.27,37616.493,1945.0,877567.0,1023487.0,1789.265,1156.0,6107.0,57055.0,True
7000,6995.85,36954.159,3667.0,876543.0,1022463.0,3110.418,2729.0,6243.0,42431.0,True
8000,7983.17,30350.743,3637.0,829439.0,1020927.0,3224.051,2577.0,6615.0,59551.0,True
9000,8952.87,37684.4,2371.0,891903.0,1035263.0,1864.191,1620.0,4215.0,46559.0,True
10000,9987.54,33753.392,3273.0,859135.0,1025535.0,2581.02,2255.0,5551.0,39199.0,True
20000,19972.26,40859.927,1308.0,910335.0,1038335.0,638.634,460.0,1824.0,12623.0,True
30000,29943.56,5832.48,1252.0,103615.0,879103.0,572.894,447.0,1746.0,3461.0,True
40000,39922.27,5089.039,1208.0,8807.0,887295.0,500.447,419.0,1608.0,4287.0,True
50000,49907.67,9078.012,1633.0,298495.0,974847.0,905.911,869.0,2079.0,4891.0,True
55000,54893.25,2467.239,2061.0,13783.0,59007.0,1415.499,1319.0,4443.0,6359.0,True
60000,54482.71,352954.045,246015.0,2797567.0,3454975.0,4664.843,4511.0,7195.0,7503.0,True
65000,64891.06,78004.266,2231.0,892927.0,1110015.0,2025.161,1144.0,6163.0,7127.0,True
70000,69849.32,3029.953,2115.0,32383.0,113343.0,1454.788,1338.0,3705.0,5235.0,True
75000,70744.93,255140.613,146303.0,2181119.0,2871295.0,3590.604,3471.0,5471.0,5871.0,True
80000,71111.81,545983.102,462335.0,2631679.0,3315711.0,3571.356,3453.0,5343.0,5719.0,True
85000,70987.97,807488.2,745471.0,3002367.0,3672063.0,3578.163,3461.0,5291.0,5635.0,True
90000,70885.86,1021625.775,966655.0,3350527.0,4030463.0,3582.539,3467.0,5275.0,5439.0,True
95000,71388.81,1217864.997,1175551.0,3577855.0,4210687.0,3556.479,3439.0,5275.0,5523.0,True
100000,71994.8,1371876.304,1336319.0,3756031.0,4481023.0,3531.548,3417.0,5215.0,5395.0,True
